,archivo,zero_cr,spectral_centroid,spectral_bw,spectral_rf,croma,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,BPM,auto_c,genero
0,crop_139ORACION.mp3,18,3718.6114604121553,4018.72774863385,8496.157681002474,0.4459837079048157,-63.77665328979492,120.56993865966797,-27.78107452392578,55.227996826171875,-13.120266914367676,44.32489013671875,-19.253583908081055,20.555709838867188,-12.720412254333496,10.786197662353516,-8.986979484558105,6.804732799530029,-2.3286666870117188,2.9004759788513184,1.4048093557357788,-5.159078598022461,1.6062703132629395,-5.578994274139404,5.258808135986328,-5.5776472091674805,107.666015625,0.6691986418529657,mg
1,crop_08Seek&Destroy.mp3,7,3939.6077561985326,3609.940439688555,7792.548149405561,0.5217933058738708,-120.30609893798828,110.5071792602539,-55.00826644897461,60.53390884399414,-4.303230285644531,28.537307739257812,-19.065107345581055,20.665205001831055,-7.360393524169922,13.713191032409668,-3.5082037448883057,11.447391510009766,-3.3545868396759033,3.111071825027466,-2.796549081802368,-10.310348510742188,-2.3404057025909424,-7.8504838943481445,2.950904369354248,-8.729318618774414,139.6748310810811,0.7341626921656189,mg
2,crop_02Rollercoaster.mp3,14,3520.858827055963,3781.587057057232,7853.945272825377,0.5898522138595581,-91.05677032470703,136.93313598632812,-25.53961944580078,34.552818298339844,-17.25277328491211,31.749671936035156,-15.516704559326172,22.577165603637695,-11.772462844848633,20.277536392211914,-5.628072738647461,13.310593605041504,-3.6288139820098877,5.675441265106201,1.1568620204925537,0.8785850405693054,3.190183639526367,-2.8027307987213135,6.372932434082031,-4.543975830078125,97.50884433962264,0.3286082454290751,mg
3,crop_11BringEmBackAlive.mp3,4,3170.852572891494,3558.3954459413817,7077.203393937264,0.4783508777618408,-55.03566360473633,134.74853515625,-36.23517608642578,54.622886657714844,-11.03149127960205,41.57562255859375,-11.967164993286133,21.469402313232422,-7.646917343139648,10.55409049987793,-3.116513967514038,4.7322845458984375,-1.1349855661392212,2.1378278732299805,-3.3079893589019775,-4.235019207000732,0.8866018056869507,-5.472084999084473,3.5195868015289307,-4.259108066558838,129.19921875,0.6215442735739471,mg
4,crop_4-04BodomBeachTerror.mp3,0,3031.185078443015,3008.0426824998162,6038.76998467426,0.6091787219047546,-32.878360748291016,140.10618591308594,-68.5519790649414,58.52260208129883,-11.411273956298828,31.303115844726562,-2.9305903911590576,23.466886520385742,2.56001615524292,17.451509475708008,-1.0172868967056274,5.12093448638916,6.781217098236084,-0.23226244747638702,2.245882749557495,-1.2995012998580933,2.268726348876953,-1.357314944267273,2.677248001098633,-4.299150466918945,143.5546875,0.6420624195576963,mg
5,crop_05MolinosdeViento.mp3,8,3617.9642747771863,3560.7984973043112,7579.380613494655,0.5178020000457764,-83.59027862548828,109.1314468383789,-41.15593338012695,73.02960205078125,-8.240224838256836,38.39822006225586,-11.195831298828125,20.819013595581055,-2.7970426082611084,12.271893501281738,-2.841860294342041,9.682276725769043,2.526611566543579,2.8809621334075928,1.6886115074157715,-3.694211721420288,2.771730899810791,-6.29951286315918,7.250110626220703,-6.909248352050781,135.99917763157896,0.6983552730328303,mg
6,crop_07GrampaBill.mp3,4,2627.5910111316953,3163.7256932448245,5703.6541655368765,0.5940611362457275,-149.8750457763672,125.2808609008789,-24.264636993408203,57.22319030761719,7.150240898132324,28.825353622436523,0.34885039925575256,18.24617576599121,1.5335026979446411,9.453938484191895,0.9998512268066406,6.2070088386535645,4.709582328796387,3.411365032196045,3.467101812362671,0.7820444107055664,4.818325042724609,-2.994832754135132,3.7274210453033447,-2.653104782104492,139.6748310810811,0.5014007744228012,mg
7,crop_056lospajaritosweperos-produccionesemoji.mp3,2,3275.7110323084044,3277.7588870764507,6792.5929279982165,0.4963054060935974,-186.72000122070312,128.62771606445312,-38.53073501586914,57.51063919067383,-22.340238571166992,24.024456024169922,-7.084935665130615,7.489226341247559,2.4630446434020996,-1.2572102546691895,9.783641815185547,1.677179217338562,13.709816932678223,-1.6913431882858276,8.09241771697998,-1.24661123752594,6.0078444480896,2.7492058277130127,3.4418885707855225,6.003625392913818,86.53846153846153,0.40007284003559657,mg
8,crop_052TELOPIDOPORFAVOR.mp3,1,2875.9250793007427,3529.2324168839605,6538.184771908512,0.3434070348739624,-114.8206558227539,129.59642028808594,-15.90603256225586,40.96773910522461,-21.347246170043945,29.955482482910156,-10.133918762207031,22.43576431274414,-7.67725133895874,10.5900297164917,0.961703896522522,5.620323181152344,1.5576057434082031,0.8426399827003479,4.31182336807251,0.5564393401145935,4.11284875869751,-5.255845546722412,2.7133915424346924,-6.712268352508545,107.666015625,0.6217947583212774,mg
9,crop_01BlackLabel.mp3,14,2676.7170821150517,2697.3607944135265,5579.511628065148,0.6216491460800171,-68.91842651367188,157.55270385742188,-60.7741813659668,61.491294860839844,-3.5913145542144775,19.464733123779297,-3.693326473236084,13.946550369262695,8.444470405578613,4.135473728179932,12.790109634399414,-0.30154603719711304,5.535069942474365,-4.506474494934082,3.7088465690612793,-8.077816009521484,-1.0595955848693848,-0.9948683977127075,-3.9139418601989746,-4.468315124511719,123.046875,0.6234286032768873,mg
10,crop_10PorqueNoTeHacesParaAlla_...A.mp3,4,2715.262702030186,2946.911069288683,5690.359821197811,0.5229049324989319,-105.73499298095703,138.6455841064453,-47.05731201171875,62.77220916748047,-8.497780799865723,26.021846771240234,-3.5901339054107666,13.785853385925293,4.822063446044922,9.297402381896973,3.1117002964019775,4.746940612792969,7.6141743659973145,2.67897891998291,1.6875466108322144,-2.256606101989746,1.6227810382843018,-0.651881992816925,2.3383162021636963,-4.8518548011779785,95.703125,0.5351995367488902,mg
11,crop_02FrameByFrame.mp3,5,1841.0543083260811,2104.540404446208,3758.2469300343696,0.4406563639640808,-194.19920349121094,188.12510681152344,-51.07583999633789,40.42424011230469,-0.6931257247924805,3.8248541355133057,7.4603071212768555,-2.7217981815338135,5.507448673248291,-4.321610927581787,-3.247044324874878,0.797901451587677,-2.0504162311553955,-1.992914080619812,-0.651374101638794,-1.6376473903656006,-5.974970817565918,0.7581185698509216,0.3054856061935425,-7.941010475158691,156.60511363636363,0.5963310543051306,mg
12,crop_05Omerta.mp3,18,3081.813361073483,3236.664940079837,6675.052391756293,0.6199621558189392,-51.78315353393555,143.20896911621094,-48.257144927978516,65.0759506225586,-18.839210510253906,27.909156799316406,-8.124215126037598,20.32044792175293,-2.1125471591949463,3.7766284942626953,11.790389060974121,-1.0483465194702148,13.496683120727539,-5.422338962554932,8.218473434448242,-6.734032154083252,2.407132387161255,-3.7820587158203125,0.21988508105278015,-0.5185024738311768,139.6748310810811,0.5910158716806536,mg
13,crop_18ElFinaldeNuestraHistoria.mp3,4,3355.2241094962064,3760.1625479917093,7445.958360009631,0.40729281306266785,-142.67263793945312,125.40864562988281,-19.938377380371094,42.75133514404297,-21.0150203704834,27.081317901611328,-20.660417556762695,9.800726890563965,-18.02605628967285,14.846973419189453,-10.956113815307617,-1.2826722860336304,-8.249537467956543,-2.438901901245117,-4.390142917633057,-4.129281044006348,-0.10445518046617508,-5.61449670791626,1.6691381931304932,-6.245798110961914,114.84375,0.5590925921259745,mg
14,crop_012LANAVEDELOLVIDO.mp3,4,2426.257885833904,2829.7791406399397,5110.926803936787,0.3509831428527832,-166.59715270996094,151.31663513183594,-35.67606735229492,49.642364501953125,-11.959579467773438,24.37271499633789,-12.318603515625,9.624077796936035,5.271703243255615,-6.781710624694824,3.5189626216888428,-10.627861022949219,4.331562519073486,-4.65519905090332,1.512457013130188,-2.5932655334472656,-6.955875873565674,-2.044299602508545,-2.288275957107544,-2.9877941608428955,99.38401442307692,0.7407942873915069,mg
